make,model,inventory_location,model_code,year,transmission,color,drive,doors,steering,seats,engine_type,body_type,engine_size,mileage,fuel,fob_price,total_price
TOYOTA,MARK X ZIO,Osaka - Japan,DBA-ANA10,2011/7,AT,Black,2WD,5,RHD,7,2AZ,Station Wagon,"2,360cc","83,000km",PETROL,1700,3373
MAZDA,VERISA,Kobe - Japan,DBA-DC5W,2010/7,AT,PURPLE(D),2WD,5,RHD,5,ZY,Hatchback,"1,490cc","147,000km",PETROL,1700,3171
TOYOTA,SPADE,Hakata - Japan,DBA-NCP141,2013/3,AT,PURPLE(D),2WD,4,RHD,,,Wagon,"1,500cc","107,000km",PETROL,1700,3271
HONDA,FREED,Yokohama - Japan,DBA-GB3,2014/10,AT,Silver,2WD,5,RHD,6,L15A,Mini Van,"1,490cc","210,000km",PETROL,1680,3351
DAIHATSU,TERIOS KID,Nagoya - Japan,ABA-J131G,2010/7,AT,White,2WD,5,RHD,4,EF,SUV,650cc,"163,000km",PETROL,1680,2951
HONDA,FIT,Yokohama - Japan,DBA-GE8,2008/8,AT,Yellow,2WD,5,RHD,,,Hatchback,"1,496cc","128,000km",PETROL,1680,3051
TOYOTA,CROWN,Yokohama - Japan,DBA-GRS181,2004/9,AT,Pearl,4WD,4,RHD,5,4GR,Sedan,"2,490cc","192,000km",PETROL,1680,3352
TOYOTA,WISH,Yokohama - Japan,UA-ANE11W,2004/2,AT,Red,2WD,5,RHD,,,Mini Van,"2,000cc","135,000km",PETROL,1670,3342
SUZUKI,WAGON R,Hakata - Japan,DBA-MH34S,2016/6,AT,Blue(L),2WD,5,RHD,4,34S,Wagon,650cc,"105,000km",PETROL,1660,3731
MAZDA,PREMACY,Kobe - Japan,DBA-CWFFW,2014/2,AT,GRAY(D),2WD,5,RHD,7,PE,Mini Van,"1,990cc","127,000km",PETROL,1660,3332
HONDA,FIT,Yokohama - Japan,DBA-GE6,2012/3,AT,Blue,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","45,000km",PETROL,1650,3021
HONDA,FIT,Yokohama - Japan,DBA-GE6,2012/4,AT,Blue,2WD,5,RHD,,,Hatchback,"1,300cc","50,000km",PETROL,1650,3021
HONDA,FIT,Hakata - Japan,DBA-GE6,2009/8,AT,Blue(L),2WD,5,RHD,5,L13A,Hatchback,"1,330cc","79,000km",PETROL,1640,3011
TOYOTA,AVENSIS,Nagoya - Japan,CBA-AZT250,2009/3,AT,Silver,2WD,4,RHD,5,1AZ,Sedan,"1,990cc","176,000km",PETROL,1630,3201
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/5,AT,Silver,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","170,000km",PETROL,1630,3001
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/8,AT,Gray,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","161,000km",PETROL,1620,3091
HONDA,FIT,Hakata - Japan,DBA-GE6,2010/6,AT,Blue(L),2WD,5,RHD,,,Hatchback,"1,300cc","52,000km",PETROL,1620,2991
SUZUKI,SWIFT,Kobe - Japan,CBA-ZC31S,2008/7,5MT,Gray,2WD,5,RHD,,,Hatchback,"1,600cc","131,000km",PETROL,1620,2991
HONDA,FIT,Kobe - Japan,DBA-GE6,2010/2,AT,Yellow,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","100,000km",PETROL,1610,2981
MAZDA,VERISA,Yokohama - Japan,DBA-DC5W,2012/1,AT,Wine,2WD,5,RHD,5,,Hatchback,"1,498cc","67,000km",PETROL,1600,3071
SUZUKI,SWIFT,Yokohama - Japan,DBA-ZD72S,2013/4,AT,Black,4WD,5,RHD,5,K12B,Hatchback,"1,240cc","200,000km",PETROL,1600,2971
HONDA,FIT,Hakata - Japan,DBA-GE6,2012/2,AT,Black,2WD,5,RHD,,,Hatchback,"1,300cc","61,000km",PETROL,1600,2971
MAZDA,DEMIO,Osaka - Japan,DBA-DE3FS,2011/2,AT,Silver,2WD,5,RHD,,,Hatchback,"1,300cc","58,000km",PETROL,1600,2971
HONDA,FIT,Nagoya - Japan,DBA-GE6,2009/12,AT,Blue(L),2WD,5,RHD,5,L13A,Hatchback,"1,330cc","114,000km",PETROL,1590,2961
MAZDA,DEMIO,Kobe - Japan,DBA-DE5FS,2009/3,AT,Silver,2WD,5,RHD,,,Hatchback,"1,500cc","70,000km",PETROL,1590,2961
MAZDA,DEMIO,Osaka - Japan,DBA-DE3FS,2011/5,AT,PURPLE(D),2WD,5,RHD,,,Hatchback,"1,300cc","113,000km",PETROL,1590,2961
DAIHATSU,TERIOS KID,Hakata - Japan,ABA-J131G,2007/2,AT,Silver,2WD,5,RHD,,,SUV,660cc,"153,000km",PETROL,1590,2861
TOYOTA,PORTE,Osaka - Japan,DBA-NSP140,2012/11,AT,Blue(L),2WD,4,RHD,,,Hatchback,"1,300cc","142,000km",PETROL,1590,3161
TOYOTA,IQ,Kobe - Japan,DBA-KGJ10,2009/8,AT,Red,2WD,3,RHD,,,Hatchback,"1,000cc","136,000km",PETROL,1590,2761
HONDA,FIT,Hakata - Japan,DBA-GE8,2007/12,AT,Gray,2WD,5,RHD,,,Hatchback,"1,500cc","136,000km",PETROL,1580,2951
NISSAN,MURANO,Osaka - Japan,CBA-TZ50,2004/10,AT,Silver,2WD,5,RHD,5,QR25,SUV,"2,480cc","88,000km",PETROL,1580,3455
TOYOTA,GAIA,Osaka - Japan,TA-ACM10G,2004/7,AT,Pearl,2WD,5,RHD,,,Mini Van,"2,000cc","97,000km",PETROL,1580,3252
MITSUBISHI,PAJERO MINI,Osaka - Japan,ABA-H58A,2007/12,AT,SILVER2,4WD,3,RHD,,,SUV,660cc,"96,000km",PETROL,1580,2851
HONDA,FIT,Yokohama - Japan,DBA-GE8,2010/2,AT,Wine,2WD,5,RHD,5,L15A,Hatchback,"1,490cc","149,000km",PETROL,1570,2941
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/6,AT,Black,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","43,000km",PETROL,1570,2941
TOYOTA,PASSO,Osaka - Japan,DBA-QNC10,2009/3,AT,Silver,2WD,5,RHD,5,K3,Hatchback,"1,290cc","73,000km",PETROL,1570,2941
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/3,AT,Blue(L),2WD,5,RHD,5,L13A,Hatchback,"1,330cc","138,000km",PETROL,1570,2941
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/2,AT,Blue(L),2WD,5,RHD,5,L13A,Hatchback,"1,330cc","106,000km",PETROL,1570,2941
MAZDA,VERISA,Hakata - Japan,DBA-DC5W,2010/3,AT,WINE RED,2WD,5,RHD,5,ZY,Hatchback,"1,490cc","144,000km",PETROL,1570,3041
HONDA,FIT,Yokohama - Japan,DBA-GE6,2012/7,AT,Blue,2WD,5,RHD,,,Hatchback,"1,300cc","104,000km",PETROL,1570,2941
HONDA,FIT,Hakata - Japan,DBA-GE8,2008/6,AT,PURPLE(D),2WD,5,RHD,,,Hatchback,"1,500cc","125,000km",PETROL,1570,2941
NISSAN,NOTE,Kobe - Japan,DBA-E12,2013/3,AT,Black,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","98,000km",PETROL,1560,3031
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/5,AT,Black,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","46,000km",PETROL,1550,3021
HONDA,FIT,Nagoya - Japan,DBA-GE6,2012/4,AT,Brown,2WD,5,RHD,,,Hatchback,"1,300cc","123,000km",PETROL,1550,2921
NISSAN,MARCH,Yokohama - Japan,DBA-K13,2015/2,AT,Pearl,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","103,000km",PETROL,1550,2921
HONDA,FIT,Hakata - Japan,DBA-GE8,2009/2,AT,Blue,2WD,5,RHD,5,L15A,Hatchback,"1,490cc","195,000km",PETROL,1550,2921
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/6,AT,Beige,2WD,5,RHD,,,Hatchback,"1,300cc","74,000km",PETROL,1550,2921
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/2,AT,Silver,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","64,000km",PETROL,1550,2921
HONDA,FIT,Hakata - Japan,DBA-GE8,2010/5,AT,Gray,2WD,5,RHD,,,Hatchback,"1,500cc","113,000km",PETROL,1550,2921
HONDA,ACTY TRUCK,Nagoya - Japan,V-HA4,1996,5MT,White,4WD,2,RHD,2,E07A,Truck,650cc,"116,000km",PETROL,1530,2701
HONDA,ACTY TRUCK,Nagoya - Japan,V-HA3,1995,5MT,White,2WD,2,RHD,2,E07A,Truck,650cc,"88,000km",PETROL,1530,2701
HONDA,INSIGHT,Hakata - Japan,DAA-ZE2,2012/1,AT,GRAY(D),2WD,5,RHD,5,LDA-MF6,Hatchback,"1,330cc","144,000km",HYBRID(PETROL),1530,3001
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/10,AT,Blue,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","101,000km",PETROL,1530,2901
NISSAN,NOTE,Kobe - Japan,DBA-E12,2014/5,AT,Black,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","92,000km",PETROL,1530,3001
HONDA,FIT,Yokohama - Japan,DBA-GE6,2011/1,AT,Blue,2WD,5,RHD,,,Hatchback,"1,330cc","175,000km",PETROL,1530,2901
MAZDA,VERISA,Yokohama - Japan,DBA-DC5W,2012/7,AT,PURPLE(D),2WD,5,RHD,,,Hatchback,"1,500cc","77,000km",PETROL,1530,3001
HONDA,FIT,Hakata - Japan,DBA-GE6,2010/11,AT,Silver,2WD,5,RHD,,,Hatchback,"1,300cc","59,000km",PETROL,1530,2901
NISSAN,NOTE,Kobe - Japan,DBA-E12,2014/4,AT,Blue,2WD,5,RHD,,,Hatchback,"1,200cc","51,000km",PETROL,1530,3001
HONDA,FIT,Kobe - Japan,DBA-GD1,2005/3,AT,Pearl,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","43,000km",PETROL,1520,2891
HONDA,STEPWAGON SPADA,Yokohama - Japan,DBA-RK5,2012/2,AT,PURPLE(D),2WD,5,RHD,8,R20A,Mini Van,"1,990cc","190,000km",PETROL,1520,3393
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/3,AT,Silver,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","83,000km",PETROL,1520,2891
HONDA,STEPWAGON SPADA,Nagoya - Japan,DBA-RK5,2012/2,AT,Gray,2WD,5,RHD,8,R20A,Mini Van,"1,990cc","192,000km",PETROL,1510,3383
HONDA,FIT,Yokohama - Japan,DBA-GE6,2011/1,AT,Black,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","142,000km",PETROL,1510,2881
HONDA,FIT,Hakata - Japan,DBA-GE6,2010/2,AT,Red,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","185,000km",PETROL,1510,2881
SUZUKI,SWIFT,Yokohama - Japan,DBA-ZD72S,2010/10,AT,Black,4WD,5,RHD,,,Hatchback,"1,200cc","122,000km",PETROL,1510,2881
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2013/1,AT,Blue(L),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","82,000km",PETROL,1500,2971
MITSUBISHI,PAJERO MINI,Osaka - Japan,TA-H58A,2005/2,AT,Silver,4WD,3,RHD,4,4A30,SUV,650cc,"146,000km",PETROL,1500,2771
HONDA,FIT,Nagoya - Japan,DBA-GE6,2012/1,AT,Blue,2WD,5,RHD,,,Hatchback,"1,300cc","188,000km",PETROL,1500,2871
SUBARU,IMPREZA G4,Yokohama - Japan,DBA-GJ3,2012/5,AT,Silver,4WD,4,RHD,5,FB16,Sedan,"1,590cc","194,000km",PETROL,1500,3071
HONDA,FIT,Hakata - Japan,DBA-GE6,2010/3,AT,Blue(L),2WD,5,RHD,5,L13A,Hatchback,"1,330cc","179,000km",PETROL,1500,2871
TOYOTA,VITZ,Osaka - Japan,DBA-KSP90,2008/1,AT,Gray,2WD,5,RHD,5,1KR,Hatchback,990cc,"142,000km",PETROL,1490,2861
NISSAN,MARCH,Yokohama - Japan,DBA-NK13,2014/1,AT,Silver,4WD,5,RHD,5,HR12,Hatchback,"1,190cc","127,000km",PETROL,1480,2851
MAZDA,PREMACY,Yokohama - Japan,DBA-CWEFW,2010/8,AT,Black,2WD,5,RHD,7,LF,Mini Van,"1,990cc","122,000km",PETROL,1480,3151
HONDA,FIT,Yokohama - Japan,DBA-GE6,2008/3,AT,Blue(L),2WD,5,RHD,5,L13A,Hatchback,"1,330cc","102,000km",PETROL,1480,2851
HONDA,FIT,Yokohama - Japan,DBA-GE6,2008/2,AT,Blue(L),2WD,5,RHD,5,L13A,Hatchback,"1,330cc","133,000km",PETROL,1480,2851
SUBARU,IMPREZA,Osaka - Japan,DBA-GH2,2010/2,AT,Gray,2WD,5,RHD,,,Hatchback,"1,500cc","105,000km",PETROL,1480,3051
DAIHATSU,MIRA ES,Yokohama - Japan,DBA-LA300S,2014/2,AT,Black,2WD,5,RHD,,,Hatchback,660cc,"75,000km",PETROL,1480,2651
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/2,AT,GOLD(D),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","115,000km",PETROL,1470,2941
TOYOTA,NOAH,Yokohama - Japan,DBA-AZR65G,2005/9,AT,Silver,4WD,5,RHD,,,Wagon,"2,000cc","184,000km",PETROL,1470,3342
HONDA,FREED HYBRID,Yokohama - Japan,DAA-GP3,2012/1,AT,GRAY(D),2WD,5,RHD,6,LEA-MF6,Mini Van,"1,490cc","159,000km",HYBRID(PETROL),1460,3131
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/2,AT,Black,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","116,000km",PETROL,1460,2831
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/8,AT,Black,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","122,000km",PETROL,1460,2831
NISSAN,NOTE,Nagoya - Japan,DBA-E12,2013/6,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","39,000km",PETROL,1450,2921
TOYOTA,VITZ,Yokohama - Japan,DBA-KSP90,2008/8,AT,Gray,2WD,5,RHD,5,1KR,Hatchback,990cc,"146,000km",PETROL,1450,2821
HONDA,FIT,Yokohama - Japan,DBA-GE6,2012/3,AT,Blue,2WD,5,RHD,,,Hatchback,"1,300cc","145,000km",PETROL,1450,2821
BMW,MINI,Yokohama - Japan,ABA-MF16S,2007/12,AT,Red,2WD,3,RHD,4,N14B16A,Hatchback,"1,590cc","126,000km",PETROL,1440,2711
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014,AT,Red,2WD,5,RHD,,,Hatchback,"1,200cc","101,000km",PETROL,1440,2911
MITSUBISHI,EK WAGON,Yokohama - Japan,DBA-H82W,2007/10,AT,Silver,2WD,5,RHD,4,3G83,Wagon,650cc,"47,000km",PETROL,1440,2611
HONDA,FIT,Hakata - Japan,DBA-GE6,2011/12,AT,Brown,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","135,000km",PETROL,1440,2811
BMW,3 SERIES,Yokohama - Japan,ABA-VR20,2007/6,AT,Gray,2WD,5,RHD,,,Station Wagon,"1,990cc","77,000km",PETROL,1440,3011
HONDA,FREED HYBRID,Kobe - Japan,DAA-GP3,2013/3,AT,Gray,2WD,5,RHD,6,LEA-MF6,Mini Van,"1,490cc","227,000km",HYBRID(PETROL),1430,3101
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/1,AT,Pearl,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","93,000km",PETROL,1430,2901
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/7,AT,Gray,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","49,000km",PETROL,1430,2901
MAZDA,DEMIO,Kobe - Japan,DBA-DEJFS,2012/5,AT,Wine,2WD,5,RHD,,,Hatchback,"1,300cc","71,000km",PETROL,1430,2801
HONDA,NWGN,Kobe - Japan,DBA-JH1,2016/2,AT,Black,2WD,5,RHD,,,Wagon,660cc,"133,000km",PETROL,1420,2691
HONDA,FIT,Yokohama - Japan,DBA-GE6,2012/3,AT,Blue,2WD,5,RHD,,,Hatchback,"1,300cc","166,000km",PETROL,1420,2791
NISSAN,NOTE,Kobe - Japan,DBA-E12,2013/12,AT,Red,2WD,5,RHD,,,Hatchback,"1,200cc","52,000km",PETROL,1420,2891
NISSAN,NOTE,Nagoya - Japan,DBA-E12,2014/5,AT,GRAY(D),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","77,000km",PETROL,1410,2881
TOYOTA,VITZ,Hakata - Japan,DBA-KSP90,2006/10,AT,Rose,2WD,5,RHD,5,1KR,Hatchback,990cc,"53,000km",PETROL,1410,2781
MAZDA,DEMIO,Osaka - Japan,DBA-DE3FS,2008/9,AT,Black,2WD,5,RHD,5,ZJ,Hatchback,"1,340cc","161,000km",PETROL,1410,2781
MAZDA,DEMIO,Yokohama - Japan,DBA-DE3FS,2010/2,MT,Red,2WD,5,RHD,5,ZJ,Hatchback,"1,340cc","117,000km",PETROL,1390,2761
TOYOTA,PASSO,Kobe - Japan,DBA-KGC30,2012/3,AT,Red,2WD,5,RHD,5,1KR,Hatchback,990cc,"103,000km",PETROL,1390,2761
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/3,AT,Red,2WD,5,RHD,,,Hatchback,"1,190cc","88,000km",PETROL,1390,2861
HONDA,FIT,Yokohama - Japan,DBA-GE6,2010/2,AT,White,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","230,000km",PETROL,1390,2761
NISSAN,NOTE,Kobe - Japan,DBA-E12,2014/3,AT,Blue,2WD,5,RHD,,,Hatchback,"1,200cc","45,000km",PETROL,1390,2861
HONDA,STEPWAGON,Yokohama - Japan,DBA-RK1,2011/2,AT,Black,2WD,5,RHD,8,R20A,Mini Van,"1,990cc","155,000km",PETROL,1380,3251
HONDA,FIT,Hakata - Japan,DBA-GE6,2010/4,AT,Black,2WD,5,RHD,,,Hatchback,"1,300cc","185,000km",PETROL,1380,2751
HONDA,STEPWAGON SPADA,Osaka - Japan,DBA-RK5,2010/3,AT,Black,2WD,5,RHD,,,Mini Van,"2,000cc","171,000km",PETROL,1380,3251
HONDA,FIT,Osaka - Japan,DBA-GE6,2010/3,AT,Silver,2WD,5,RHD,5,L13A,Hatchback,"1,330cc","125,000km",PETROL,1370,2741
HONDA,STEPWAGON SPADA,Hakata - Japan,DBA-RK5,2010/5,AT,Pearl,2WD,5,RHD,8,R20A,Mini Van,"1,990cc","211,000km",PETROL,1370,3241
HONDA,FIT HYBRID,Yokohama - Japan,DAA-GP1,2012/2,AT,Brown,2WD,5,RHD,5,LDA-MF6,Hatchback,"1,330cc","90,000km",HYBRID(PETROL),1370,2741
NISSAN,TIIDA,Kobe - Japan,DBA-C11,2009/10,AT,Pearl,2WD,5,RHD,5,HR15,Hatchback,"1,490cc","102,000km",PETROL,1370,2841
NISSAN,BLUEBIRD SYLPHY,Kobe - Japan,DBA-KG11,2010/1,AT,Silver,2WD,4,RHD,5,MR20,Sedan,"1,990cc","72,000km",PETROL,1370,2941
DAIHATSU,MIRA ES,Osaka - Japan,DBA-LA300S,2012/2,AT,Pink,2WD,5,RHD,4,KF,Hatchback,650cc,"116,000km",PETROL,1340,2511
TOYOTA,bB,Osaka - Japan,CBA-QNC20,2012/3,AT,Black,2WD,5,RHD,5,K3,Mini Van,"1,290cc","88,000km",PETROL,1330,2801
HONDA,FREED,Yokohama - Japan,DBA-GB3,2011/2,AT,PURPLE(D),2WD,5,RHD,8,L15A,Mini Van,"1,490cc","120,000km",PETROL,1330,3001
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/1,AT,Blue,2WD,5,RHD,,,Hatchback,"1,200cc","144,000km",PETROL,1330,2801
NISSAN,TIIDA,Kobe - Japan,DBA-C11,2009/6,AT,Red,2WD,5,RHD,5,HR15,Hatchback,"1,490cc","51,000km",PETROL,1320,2791
NISSAN,NOTE,Kobe - Japan,DBA-E12,2014/4,AT,Black,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","93,000km",PETROL,1310,2781
SUBARU,IMPREZA,Osaka - Japan,DBA-GH2,2010/6,AT,Gray,2WD,5,RHD,,,Hatchback,"1,500cc","129,000km",PETROL,1310,2881
SUZUKI,ALTO,Osaka - Japan,DBA-HA25S,2013/6,AT,Silver,2WD,5,RHD,4,K6A,Hatchback,650cc,"131,000km",PETROL,1300,2471
HONDA,FIT HYBRID,Kobe - Japan,DAA-GP1,2012/3,AT,Brown,2WD,5,RHD,5,LDA-MF6,Hatchback,"1,330cc","139,000km",HYBRID(PETROL),1300,2671
MAZDA,DEMIO,Yokohama - Japan,DBA-DEJFS,2012/2,AT,Black,2WD,5,RHD,5,P3,Hatchback,"1,290cc","219,000km",PETROL,1300,2671
HONDA,FIT,Yokohama - Japan,DBA-GE7,2012/3,AT,Black,4WD,5,RHD,,,Hatchback,"1,300cc","199,000km",PETROL,1300,2771
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/8,AT,Blue,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","62,000km",PETROL,1290,2761
SUZUKI,SWIFT,Osaka - Japan,DBA-ZC71S,2007/12,AT,Silver,2WD,5,RHD,5,K12B,Hatchback,"1,240cc","57,000km",PETROL,1290,2661
HONDA,FIT,Yokohama - Japan,DBA-GE9,2009/10,AT,White,4WD,5,RHD,5,L15A,Hatchback,"1,490cc","200,000km",PETROL,1290,2761
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2014/8,AT,Blue,2WD,5,RHD,,,Hatchback,"1,200cc","72,000km",PETROL,1280,2751
TOYOTA,bB,Yokohama - Japan,DBA-QNC20,2010/3,AT,Black,2WD,5,RHD,5,K3,Mini Van,"1,290cc","119,000km",PETROL,1280,2751
NISSAN,NOTE,Yokohama - Japan,DBA-E12,2013/11,AT,Gray,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","60,000km",PETROL,1270,2741
MAZDA,DEMIO,Yokohama - Japan,DBA-DEJFS,2012/7,AT,PURPLE(D),2WD,5,RHD,5,P3,Hatchback,"1,290cc","209,000km",PETROL,1270,2641
NISSAN,BLUEBIRD SYLPHY,Yokohama - Japan,DBA-KG11,2010/10,AT,Silver,2WD,4,RHD,5,MR20,Sedan,"1,990cc","133,000km",PETROL,1270,2841
HONDA,INSIGHT,Yokohama - Japan,DAA-ZE2,2010/3,AT,Silver,2WD,5,RHD,5,LDA-MF6,Hatchback,"1,330cc","183,000km",HYBRID(PETROL),1260,2731
SUZUKI,ALTO,Osaka - Japan,DBA-HA25S,2013/12,AT,Blue(L),2WD,5,RHD,,,Hatchback,660cc,"67,000km",PETROL,1260,2431
NISSAN,NOTE,Kobe - Japan,DBA-E12,2014/2,AT,Blue,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","76,000km",PETROL,1250,2721
NISSAN,NOTE,Hakata - Japan,DBA-E12,2014/3,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","73,000km",PETROL,1250,2721
HONDA,STEPWAGON,Yokohama - Japan,DBA-RK1,2009/11,AT,Pearl,2WD,5,RHD,,,Mini Van,"2,000cc","144,000km",PETROL,1250,3121
TOYOTA,PASSO,Yokohama - Japan,DBA-KGC10,2005/11,AT,Silver,2WD,5,RHD,5,1KR,Hatchback,990cc,"88,000km",PETROL,1240,2611
SUZUKI,SWIFT,Hakata - Japan,DBA-ZC71S,2009/9,AT,Black,2WD,5,RHD,5,K12B,Hatchback,"1,240cc","96,000km",PETROL,1230,2601
NISSAN,NOTE,Kobe - Japan,DBA-NE12,2013/9,AT,Blue(L),4WD,5,RHD,,,Hatchback,"1,200cc","98,000km",PETROL,1230,2701
TOYOTA,VITZ,Yokohama - Japan,DBA-KSP90,2006/10,AT,Blue(D),2WD,5,RHD,5,1KR,Hatchback,990cc,"102,000km",PETROL,1220,2591
TOYOTA,PASSO,Yokohama - Japan,DBA-KGC35,2013/4,AT,Wine,4WD,5,RHD,5,1KR,Hatchback,990cc,"128,000km",PETROL,1220,2591
HONDA,FIT,Nagoya - Japan,DBA-GE7,2008/3,AT,Silver,4WD,5,RHD,5,L13A,Hatchback,"1,330cc","222,000km",PETROL,1220,2691
TOYOTA,PASSO,Yokohama - Japan,DBA-KGC10,2008/2,AT,Yellow,2WD,5,RHD,5,1KR,Hatchback,990cc,"74,000km",PETROL,1220,2591
HONDA,STEPWAGON,Yokohama - Japan,DBA-RK1,2009/10,AT,Silver,2WD,5,RHD,,,Mini Van,"1,990cc","188,000km",PETROL,1210,3081
TOYOTA,ISIS,Yokohama - Japan,DBA-ANM10W,2007/2,AT,Black,2WD,5,RHD,7,1AZ,Mini Van,"1,990cc","95,000km",PETROL,1200,2871
TOYOTA,bB,Yokohama - Japan,CBA-QNC25,2012/2,AT,Black,4WD,5,RHD,5,K3,Mini Van,"1,290cc","153,000km",PETROL,1200,2671
NISSAN,BLUEBIRD SYLPHY,Yokohama - Japan,DBA-KG11,2009/1,AT,Silver,2WD,4,RHD,5,MR20,Sedan,"1,990cc","149,000km",PETROL,1200,2771
TOYOTA,PASSO,Yokohama - Japan,DBA-KGC10,2007/11,AT,Silver,2WD,5,RHD,5,1KR,Hatchback,990cc,"155,000km",PETROL,1170,2541
MAZDA,MPV,Osaka - Japan,DBA-LY3P,2010/3,AT,Black,,5,RHD,8,L3,Mini Van,"2,260cc","116,000km",PETROL,1160,3081
NISSAN,NOTE,Hakata - Japan,DBA-E12,2014/6,AT,Blue(L),2WD,5,RHD,,,Hatchback,"1,200cc","124,000km",PETROL,1160,2631
SUBARU,EXIGA,Kobe - Japan,DBA-YA4,2010/6,AT,Black,2WD,5,RHD,,,Station Wagon,"2,000cc","109,000km",PETROL,1160,2931
SUZUKI,ALTO,Osaka - Japan,DBA-HA25S,2013/11,AT,Brown,2WD,5,RHD,,,Hatchback,660cc,"90,000km",PETROL,1160,2331
NISSAN,NOTE,Hakata - Japan,DBA-E12,2014/2,AT,Wine,2WD,5,RHD,,,Hatchback,"1,200cc","121,000km",PETROL,1150,2621
MITSUBISHI,PAJERO MINI,Yokohama - Japan,ABA-H53A,2010/1,AT,Silver,2WD,3,RHD,,,SUV,660cc,"161,000km",PETROL,1150,2421
DAIHATSU,MIRA,Kobe - Japan,DBA-L275S,2012/7,AT,Gold,2WD,5,RHD,4,KF,Hatchback,650cc,"70,000km",PETROL,1130,2301
DAIHATSU,MIRA,Kobe - Japan,DBA-L275S,2011/12,AT,Pink,2WD,5,RHD,,,Hatchback,660cc,"91,000km",PETROL,1130,2301
HONDA,ACTY VAN,Kobe - Japan,EBD-HH5,2012/2,AT,White,2WD,5,RHD,2[4],E07Z,Van,650cc,"210,000km",PETROL,1120,2491
SUZUKI,SPLASH,Yokohama - Japan,DBA-XB32S,2009/10,AT,White,2WD,5,RHD,,,Hatchback,"1,240cc","145,000km",PETROL,1120,2491
NISSAN,MARCH,Nagoya - Japan,DBA-K13,2014/2,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","133,000km",PETROL,1110,2481
HONDA,ACTY VAN,Yokohama - Japan,EBD-HH5,2014/10,AT,White,2WD,5,RHD,2[4],E07Z,Van,650cc,"109,000km",PETROL,1100,2471
MAZDA,DEMIO,Nagoya - Japan,DBA-DY5W,2006/3,AT,Gray,2WD,5,RHD,5,ZY,Hatchback,"1,490cc","78,000km",PETROL,1080,2451
HONDA,FREED,Osaka - Japan,DBA-GB3,2008/11,AT,Blue(D),2WD,5,RHD,7,L15A,Mini Van,"1,490cc","134,000km",PETROL,1080,2751
