stock_id,make,model,inventory_location,model_code,year,transmission,color,drive,doors,steering,seats,engine_type,body_type,engine_size,mileage,fuel,fob_price,total_price
DDW8782,Lamborghini,AVENTADOR,Fukuoka -                                         Japan,,,AT,PEARL,4WD,2,Left,2,,Coupe,"6,500cc","12,700km",PETROL,232630,234422
DMH3569,FERRARI,458 SPIDER,Tokyo -                                         Japan,,,AT,WHITE,,2,Left,2,,Convertible,"4,500cc","27,000km",PETROL,232620,234412
DHH8854,FERRARI,360,Tokyo -                                         Japan,,,MT,YELLOW,MR,2,Left,2,,Convertible,"3,600cc","19,000km",PETROL,232040,233832
DQF4559,FERRARI,ROME,Oita -                                         Japan,,,AT,WHITE,,2,Right,4,,Coupe,"3,900cc","4,000km",PETROL,231330,233222
DSE3976,Lamborghini,AVENTADOR,Chiba -                                         Japan,,,AT,WHITE,4WD,2,Left,2,,Coupe,"6,500cc","24,377km",PETROL,231300,233092
DFL4652,PORSCHE,911,Tokyo -                                         Japan,,,AT,BLUE,4WD,2,Left,4,,Coupe,"3,700cc","6,000km",PETROL,230460,232252
DWQ8456,FERRARI,458 SPIDER,Tokyo -                                         Japan,,,AT,RED,,2,Left,2,,Convertible,"4,499cc","25,000km",PETROL,229690,231482
DSM9987,Lamborghini,HURACAN,Fukuoka -                                         Japan,,,AT,WHITE,4WD,2,Left,2,,Coupe,"5,200cc",95km,PETROL,229660,231452
DUL4595,Lamborghini,URUS,Tokyo -                                         Japan,,,AT,BLACK,4WD,5,Right,5,,SUV,"4,000cc","22,000km",PETROL,228440,230782
DTX5878,FERRARI,488 SPIDER,Tokyo -                                         Japan,,,AT,BLUE,,2,Right,2,,Convertible,"3,900cc","18,000km",PETROL,227900,229692
DRZ6599,Lamborghini,HURACAN,Aichi -                                         Japan,,,AT,BLACK,,2,Left,2,,Coupe,"5,200cc","13,360km",PETROL,227830,229622
DRN8647,Lamborghini,AVENTADOR,Fukuoka -                                         Japan,,,AT,BLACK,4WD,2,Left,2,,Coupe,"6,500cc","44,519km",PETROL,227480,229272
DYC6364,FERRARI,458 ITALIA,Aichi -                                         Japan,,,AT,RED,,2,Left,2,,Coupe,"4,500cc","8,355km",PETROL,226670,228462
DSU5536,Lamborghini,URUS,Saitama -                                         Japan,,,AT,WHITE,4WD,5,Left,4,,SUV,"4,000cc","11,200km",PETROL,225520,227862
DDK8296,LAND,RANGE ROVER SPORT,Aichi -                                         Japan,,,AT,GOLD(D),4WD,5,Right,5,,SUV,"4,400cc",300km,HYBRID(PETROL),225480,227822
DRC4663,Lamborghini,URUS,Osaka -                                         Japan,,,AT,WHITE,4WD,5,Right,5,,SUV,"4,000cc","19,300km",PETROL,225460,227802
DEW8488,Lamborghini,URUS,Osaka -                                         Japan,,,AT,WHITE,4WD,5,Left,5,,SUV,"4,000cc","22,500km",PETROL,225460,227802
DJQ6238,Lamborghini,URUS,Fukuoka -                                         Japan,,,AT,BLUE(D),4WD,5,Left,5,,SUV,"4,000cc","4,200km",PETROL,225370,227712
DUA6767,CHEVROLET,ROME,Hokkaido -                                         Japan,,,AT,WHITE,2WD,3,Left,4,,Coupe,"3,900cc","1,000km",PETROL,225030,226922
DDH9286,Lamborghini,URUS,Kanagawa -                                         Japan,,,AT,WHITE,4WD,5,Right,5,,SUV,"4,000cc","7,000km",PETROL,224830,227172
DPY6444,NISSAN,GT-R,Saitama -                                         Japan,,,AT,GRAY,4WD,2,Right,,,Coupe,"3,800cc",56km,PETROL,224760,226752
DFX6377,Lamborghini,URUS,Tokyo -                                         Japan,,,AT,BLACK,4WD,5,Right,5,,SUV,"4,000cc","25,000km",PETROL,224740,227082
DTN2537,PORSCHE,911,Fukuoka -                                         Japan,,,AT,BLACK,4WD,2,Right,4,,Coupe,"3,800cc","3,500km",PETROL,224520,226412
DAA6984,Lamborghini,HURACAN,Aichi -                                         Japan,,,AT,BLACK,,2,Left,2,,Coupe,"5,200cc","7,900km",PETROL,224180,225972
DUS5568,FERRARI,458 ITALIA,Osaka -                                         Japan,,,AT,RED,,2,Left,2,,Coupe,"4,500cc","9,300km",PETROL,223840,225632
DBL9579,Lamborghini,URUS,Shiga -                                         Japan,,,AT,YELLOW,4WD,5,Left,5,,SUV,"4,000cc","13,300km",PETROL,223520,225862
DVT3684,FERRARI,GTC 4LUSSO,Shizuoka -                                         Japan,,,AT,BLUE,4WD,2,Left,,,Coupe,"6,300cc","9,000km",PETROL,223420,225512
DTC5336,Lamborghini,HURACAN,Aichi -                                         Japan,,,AT,GREEN,4WD,2,Left,2,,Coupe,"5,200cc","10,000km",PETROL,223350,225142
DUY7453,FERRARI,488 SPIDER,Fukuoka -                                         Japan,,,AT,BLACK,,2,Left,2,,Convertible,"3,900cc","10,820km",PETROL,223340,225132
DZK9537,TOYOTA,DBS,Hyogo -                                         Japan,,,AT,RED,,2,Right,4,,Coupe,"5,200cc","6,000km",PETROL,222480,224372
DTC5336,Lamborghini,HURACAN,Aichi -                                         Japan,,,AT,GREEN,4WD,2,Left,2,,Coupe,"5,200cc","10,000km",PETROL,223350,225142
DUY7453,FERRARI,488 SPIDER,Fukuoka -                                         Japan,,,AT,BLACK,,2,Left,2,,Convertible,"3,900cc","10,820km",PETROL,223340,225132
DZK9537,TOYOTA,DBS,Hyogo -                                         Japan,,,AT,RED,,2,Right,4,,Coupe,"5,200cc","6,000km",PETROL,222480,224372
DYP2283,Lamborghini,URUS,Saitama -                                         Japan,,,AT,BLUE,4WD,5,Left,5,,SUV,"4,000cc","4,900km",PETROL,221890,224232
DLP4889,LAND,RANGE ROVER,Aichi -                                         Japan,,,AT,BLUE,4WD,5,Right,4,,SUV,"4,400cc","3,000km",PETROL,221710,224252
DPW9849,Lamborghini,HURACAN,Osaka -                                         Japan,,,AT,OTHER,,2,Left,2,,Coupe,"5,200cc","9,897km",PETROL,221660,223452
DDS5635,Bentley,CONTINENTAL,Chiba -                                         Japan,,,AT,GREEN,4WD,2,Right,4,,Coupe,"6,000cc","9,849km",PETROL,221570,223662
DNM7547,FERRARI,488 SPIDER,Osaka -                                         Japan,,,AT,BLUE,,2,Right,2,,Convertible,"3,900cc","7,850km",PETROL,221520,223312
DNP7628,FERRARI,F12 BERLINETTA,Shizuoka -                                         Japan,,,AT,RED,,2,Left,2,,Coupe,"6,300cc","9,000km",PETROL,221460,223352
DPT2385,FERRARI,F12 BERLINETTA,Tokyo -                                         Japan,,,AT,RED,FR,2,Left,2,,Coupe,"6,300cc","17,700km",PETROL,221150,223042
DLV4222,NISSAN,SKYLINE,Fukushima -                                         Japan,,,MT,GRAY,4WD,2,Right,4,,Coupe,"2,600cc","121,271km",PETROL,218310,220202
DFU5347,FERRARI,488 SPIDER,Wakayama -                                         Japan,,,AT,YELLOW,MR,2,Left,2,,Convertible,"3,900cc","7,828km",PETROL,218250,220042
DHZ7254,FERRARI,488 SPIDER,Tokyo -                                         Japan,,,AT,BLUE,MR,2,Left,2,,Convertible,"3,900cc","28,000km",PETROL,218240,220032
DNF8634,FERRARI,ROME,Tokyo -                                         Japan,,,AT,BLUE,,2,Right,4,,Coupe,"3,900cc","5,000km",PETROL,218240,220132
DXX7647,NISSAN,GT-R,Aichi -                                         Japan,,,AT,BLACK,4WD,2,Right,4,,Coupe,"3,800cc",962km,PETROL,218220,220212
DSZ5853,FERRARI,458 SPIDER,Aichi -                                         Japan,,,AT,WHITE,MR,2,Left,2,,Convertible,"4,500cc","36,700km",PETROL,218220,220012
DUU9958,FERRARI,ROME,Fukuoka -                                         Japan,,,AT,BLUE(L),FR,2,Right,4,,Coupe,"3,900cc","1,100km",PETROL,218220,220112
DZV7472,Aston,DBS,Aichi -                                         Japan,,,AT,BLACK,FR,2,Right,2,,Coupe,"5,200cc","10,000km",PETROL,218220,220112
DYV4724,MASERATI,GHIBLI,Osaka -                                         Japan,,,AT,BLACK,,4,Left,5,,Sedan,"3,000cc","70,000km",PETROL,218200,220392
DHC3684,FERRARI,ROME,Aichi -                                         Japan,,,AT,BLUE,2WD,3,Left,4,,Coupe,"3,900cc",620km,PETROL,218110,220002
DWQ6459,Lamborghini,MURCIELAGO,Okayama -                                         Japan,,,AT,BLUE,4WD,2,Left,2,,Coupe,"6,200cc","31,500km",PETROL,217670,219462
DUX2635,FERRARI,360,Shizuoka -                                         Japan,,,MT,RED,MR,2,Left,2,,Coupe,"3,600cc","2,000km",PETROL,216910,218702
DCR6636,FERRARI,488 GTB,Shizuoka -                                         Japan,,,AT,RED,MR,2,Left,2,,Coupe,"3,900cc","16,000km",PETROL,216910,218702
DGQ9598,Aston,DBX,Miyagi -                                         Japan,,,AT,PEARL,4WD,5,Right,5,,SUV,"4,000cc","3,399km",PETROL,216890,219232
DYE4233,FERRARI,TESTAROSSA,Kanagawa -                                         Japan,,,MT,BLACK,MR,2,Left,2,,Coupe,"5,000cc","22,864km",PETROL,216800,218592
DGF2757,Lamborghini,URUS,Saitama -                                         Japan,,,AT,WHITE,4WD,5,Left,5,,SUV,"4,000cc","26,000km",PETROL,212450,214792
DCP9868,FERRARI,ROME,Osaka -                                         Japan,,,AT,WINE,2WD,3,Left,4,,Coupe,"3,900cc",71km,PETROL,211850,213742
DPR4479,PORSCHE,911,Tokyo -                                         Japan,,,AT,GREEN,4WD,2,Right,4,,Coupe,"2,981cc","3,000km",PETROL,211180,212972
DWL5622,FORD,MUSTANG,Kanagawa -                                         Japan,,,MT,WHITE,,2,Left,5,,Coupe,"5,700cc","10,500km",PETROL,210990,212882
DWY6783,Lamborghini,HURACAN,Tokyo -                                         Japan,,,AT,BLUE,4WD,2,Left,2,,Coupe,"5,200cc","9,500km",PETROL,210980,212772
DFU4367,Aston,DBX,Osaka -                                         Japan,,,AT,GRAY,4WD,5,Right,5,,SUV,"4,000cc","4,000km",PETROL,210940,213282
DJW7839,FERRARI,458 SPIDER,Aichi -                                         Japan,,,AT,BLACK,MR,2,Left,2,,Convertible,"4,500cc","33,900km",PETROL,210890,212682
DUZ7848,Lamborghini,URUS,Tokyo -                                         Japan,,,AT,BLACK,4WD,5,Left,5,,SUV,"4,000cc","12,956km",PETROL,210870,213212
DBF2985,FERRARI,458 ITALIA,Hiroshima -                                         Japan,,,AT,SILVER,MR,2,Left,2,,Coupe,"4,500cc","17,500km",PETROL,210320,212112
DPT7775,FERRARI,ROME,Aichi -                                         Japan,,,AT,BLACK,FR,2,Left,4,,Coupe,"3,900cc","2,830km",PETROL,210310,212202
DFJ2586,Lamborghini,URUS,Tokyo -                                         Japan,,,AT,BLUE,4WD,5,Left,4,,SUV,"4,000cc","47,480km",PETROL,210260,212602
DZA4249,FERRARI,488 GTB,Osaka -                                         Japan,,,AT,YELLOW,MR,2,Left,2,,Coupe,"3,900cc","16,500km",PETROL,210220,212012
DME6356,FERRARI,ROME,Kanagawa -                                         Japan,,,AT,WINE,,2,Right,4,,Coupe,"3,900cc","7,200km",PETROL,210200,212092
DTL2377,NISSAN,SKYLINE,Nara -                                         Japan,,,MT,BLUE,4WD,2,Right,4,,Coupe,"2,600cc","32,116km",PETROL,210180,212072
DMK9359,AMG,GCLASS,Saitama -                                         Japan,,,AT,BLACK,,5,Right,5,,SUV,"4,000cc","6,100km",PETROL,210100,212442
DQH2249,FERRARI,ROME,Aichi -                                         Japan,,,AT,WHITE,2WD,3,Left,4,,Coupe,"3,900cc","2,620km",PETROL,209600,211492
DHH4592,Lamborghini,HURACAN,Hiroshima -                                         Japan,,,AT,GREEN,MR,2,Left,2,,Coupe,"5,200cc","11,874km",PETROL,209590,211382
DBF2952,NISSAN,GT-R,Kagoshima -                                         Japan,,,AT,GRAY,4WD,2,Right,4,,Coupe,"3,800cc",300km,PETROL,209500,211492
DFH9374,Lamborghini,HURACAN,Osaka -                                         Japan,,,AT,RED,4WD,2,Right,2,,Coupe,"5,200cc","10,600km",PETROL,209470,211262
DKW4385,Lamborghini,HURACAN,Osaka -                                         Japan,,,AT,RED,,2,Left,2,,Coupe,"5,200cc","8,530km",PETROL,209470,211262
DYB2224,Bentley,CONTINENTAL,Ehime -                                         Japan,,,AT,GOLD(D),4WD,2,Left,4,,Coupe,"4,000cc","6,310km",PETROL,208460,210552
DTE4793,FERRARI,488 SPIDER,Hyogo -                                         Japan,,,AT,RED,,2,Left,2,,Convertible,"3,900cc","18,600km",PETROL,208310,210102
DFN4595,Lamborghini,URUS,Osaka -                                         Japan,,,AT,OTHER,4WD,5,Left,4,,SUV,"4,000cc","9,690km",PETROL,207140,209482
DUL2477,NISSAN,SKYLINE,Kanagawa -                                         Japan,,,MT,WHITE,4WD,2,Right,4,,Coupe,"2,600cc","34,792km",PETROL,206490,208382
DPC3545,PORSCHE,911,Chiba -                                         Japan,,,AT,OTHER,4WD,2,Right,4,,Coupe,"3,800cc","9,300km",PETROL,206300,208092
DMA2227,FERRARI,ROME,Hokkaido -                                         Japan,,,AT,BLACK,2WD,3,Left,4,,Coupe,"3,900cc","3,000km",PETROL,205280,207172
DQT3686,Lamborghini,URUS,Osaka -                                         Japan,,,AT,WHITE,4WD,5,Right,5,,SUV,"4,000cc","44,415km",PETROL,204960,207302
DXP6398,FERRARI,488 GTB,Fukuoka -                                         Japan,,,AT,RED,,2,Left,2,,Coupe,"3,900cc","7,140km",PETROL,204720,206512
DRR4873,FERRARI,ROME,Kyoto -                                         Japan,,,AT,BLUE,,2,Right,4,,Coupe,"3,900cc","4,000km",PETROL,204280,206172
DBD5326,Lamborghini,HURACAN,Tokyo -                                         Japan,,,AT,WHITE,MR,2,Left,2,,Coupe,"5,200cc","9,000km",PETROL,203930,205622
DZM8544,Lamborghini,HURACAN,Hyogo -                                         Japan,,,AT,BLACK,4WD,2,Left,0,,Coupe,"5,200cc","17,000km",PETROL,203810,205602
DWD2697,NISSAN,FAIRLADY Z,Hiroshima -                                         Japan,,,MT,BROWN,FR,3,Right,2,,Coupe,"2,400cc","72,873km",PETROL,203780,205572
DUQ6428,NISSAN,CONTINENTAL,Hiroshima -                                         Japan,,,AT,WHITE,4WD,2,Right,4,,Coupe,"4,000cc","8,000km",PETROL,203780,205872
DTD4684,NISSAN,GT-R,Kanagawa -                                         Japan,,,AT,,4WD,2,Right,4,,Coupe,"3,800cc","45,000km",PETROL,203730,205722
DFZ2599,Lamborghini,HURACAN,Aichi -                                         Japan,,,AT,BLUE,4WD,2,Left,2,,Coupe,"5,200cc","22,600km",PETROL,203700,205492
DYX2876,MAZDA,BENTAYGA,Hiroshima -                                         Japan,,,AT,WHITE,4WD,5,Right,5,,SUV,"4,000cc","4,500km",PETROL,203060,205502
DPN3766,NISSAN,SKYLINE,Kanagawa -                                         Japan,,,MT,BLUE,4WD,2,Right,4,,Coupe,"2,600cc","37,367km",PETROL,202860,204752
DZD3995,MASERATI,MC20,Hokkaido -                                         Japan,,,AT,METALIC,2WD,2,Left,2,,Coupe,"3,000cc","2,269km",PETROL,202520,204412
DHS7743,NISSAN,GT-R,Niigata -                                         Japan,,,AT,GRAY,4WD,2,Right,4,,Coupe,"3,800cc","2,550km",PETROL,202260,204252
DUP3722,FERRARI,488 SPIDER,Osaka -                                         Japan,,,AT,RED,,2,Left,2,,Convertible,"3,900cc","5,000km",PETROL,202160,203952
DBZ2796,FERRARI,ROME,Fukuoka -                                         Japan,,,AT,BLACK,2WD,3,Left,4,,Coupe,"3,900cc","3,300km",PETROL,202140,204032
DPF7835,DAIHATSU,CONTINENTAL,Hyogo -                                         Japan,,,AT,WHITE,4WD,2,Right,4,,Convertible,"6,000cc","13,245km",PETROL,201630,203722
DUH3434,FERRARI,ROME,Saitama -                                         Japan,,,AT,WHITE,,2,Left,4,,Coupe,"3,900cc","1,600km",PETROL,201560,203452
DGC7767,NISSAN,GT-R,Kanagawa -                                         Japan,,,AT,,4WD,2,Right,4,,Coupe,"3,800cc",429km,PETROL,201410,203402
DZS7237,Aston,DBS,Aichi -                                         Japan,,,AT,WHITE,FR,2,Right,2,,Coupe,"5,200cc","9,000km",PETROL,200800,202692
DBE2847,Bentley,CONTINENTAL,Hiroshima -                                         Japan,,,AT,WHITE,4WD,2,Right,4,,Coupe,"4,000cc","12,000km",PETROL,200150,202242
DTM5259,FERRARI,488 SPIDER,Chiba -                                         Japan,,,AT,PEARL,,2,Left,2,,Convertible,"3,900cc","6,000km",PETROL,199110,200902
DGK6428,Lamborghini,URUS,Aichi -                                         Japan,,,AT,YELLOW,4WD,5,Left,5,,SUV,"4,000cc","29,000km",PETROL,198620,200962
DNQ5938,Aston,DBS,Kyoto -                                         Japan,,,AT,GRAY,FR,2,Right,2,,Coupe,"5,200cc","1,500km",PETROL,198430,200322
DBQ2784,AMG,GCLASS,Kanagawa -                                         Japan,,,AT,BLUE,4WD,5,Left,5,,SUV,"3,980cc","1,000km",PETROL,198330,200872
DZS7237,Aston,DBS,Aichi -                                         Japan,,,AT,WHITE,FR,2,Right,2,,Coupe,"5,200cc","9,000km",PETROL,200800,202692
DBE2847,Bentley,CONTINENTAL,Hiroshima -                                         Japan,,,AT,WHITE,4WD,2,Right,4,,Coupe,"4,000cc","12,000km",PETROL,200150,202242
DTM5259,FERRARI,488 SPIDER,Chiba -                                         Japan,,,AT,PEARL,,2,Left,2,,Convertible,"3,900cc","6,000km",PETROL,199110,200902
DGK6428,Lamborghini,URUS,Aichi -                                         Japan,,,AT,YELLOW,4WD,5,Left,5,,SUV,"4,000cc","29,000km",PETROL,198620,200962
DNQ5938,Aston,DBS,Kyoto -                                         Japan,,,AT,GRAY,FR,2,Right,2,,Coupe,"5,200cc","1,500km",PETROL,198430,200322
DBQ2784,AMG,GCLASS,Kanagawa -                                         Japan,,,AT,BLUE,4WD,5,Left,5,,SUV,"3,980cc","1,000km",PETROL,198330,200872
DHK4276,FERRARI,458 ITALIA,Fukuoka -                                         Japan,,,AT,RED,MR,2,Left,2,,Coupe,"4,500cc","25,000km",PETROL,197720,199512
DSE7246,PORSCHE,911,Aichi -                                         Japan,,,AT,BLUE,4WD,2,Right,4,,Coupe,"3,740cc","1,620km",PETROL,197560,199452
DTU4843,JAGUAR,F TYPE,Tokyo -                                         Japan,,,AT,GREEN,,2,Right,2,,Coupe,"5,000cc","13,437km",PETROL,196460,198352
DHR6248,NISSAN,SKYLINE,Osaka -                                         Japan,,,MT,PEARL,4WD,2,Right,4,,Coupe,"2,600cc","129,853km",PETROL,196420,198312
DRN8597,FERRARI,488 GTB,Kyoto -                                         Japan,,,AT,BLUE,,2,Left,2,,Coupe,"3,900cc","8,349km",PETROL,196320,198112
DPU8886,AMG,GCLASS,Osaka -                                         Japan,,,AT,BLACK,4WD,5,Right,5,,SUV,"3,980cc","2,200km",PETROL,196250,198792
DAE8996,FERRARI,ROME,Hokkaido -                                         Japan,,,AT,GRAY,2WD,3,Left,4,,Coupe,"3,900cc","8,146km",PETROL,195340,197232
DCA9926,FERRARI,ROME,Aichi -                                         Japan,,,AT,GREEN,,2,Right,4,,Coupe,"3,900cc","1,300km",PETROL,195100,196992
DUN9748,FERRARI,458 SPIDER,Gifu -                                         Japan,,,AT,BLUE,,2,Left,2,,Convertible,"4,500cc","26,000km",PETROL,195080,196872
DWJ6285,FERRARI,F12 BERLINETTA,Fukuoka -                                         Japan,,,AT,RED,,2,Left,2,,Coupe,"6,300cc","50,000km",PETROL,194990,196882
DHA9669,Lamborghini,HURACAN,Fukuoka -                                         Japan,,,AT,WHITE,2WD,2,Left,2,,Coupe,"5,200cc","11,040km",PETROL,194880,196572
DQD8495,PORSCHE,911,Osaka -                                         Japan,,,MT,WHITE,,2,Left,2,,Coupe,"3,600cc","60,000km",PETROL,194800,196592
DXZ2845,FERRARI,ROME,Aichi -                                         Japan,,,AT,WHITE,,2,Left,4,,Coupe,"3,900cc","4,960km",PETROL,193660,195552
DZA2233,FERRARI,488 GTB,Chiba -                                         Japan,,,AT,RED,MR,2,Left,2,,Coupe,"3,900cc","16,000km",PETROL,193550,195342
DRS5888,FERRARI,488 GTB,Aichi -                                         Japan,,,AT,RED,,2,Right,2,,Coupe,"3,900cc","11,090km",PETROL,193540,195332
DQS9469,NISSAN,GT-R,Kagawa -                                         Japan,,,AT,PEARL,4WD,2,Right,4,,Coupe,"3,800cc",800km,PETROL,193300,195292
DKB7548,MASERATI,MC20,Aichi -                                         Japan,,,AT,BLUE,MR,2,Left,2,,Coupe,"3,000cc",490km,PETROL,192090,193982
DGV3834,FERRARI,458 ITALIA,Aichi -                                         Japan,,,AT,WHITE,MR,2,Left,2,,Coupe,"4,500cc","16,501km",PETROL,191870,193662
DDX7453,PORSCHE,911,Fukuoka -                                         Japan,,,AT,BLACK,,2,Right,4,,Coupe,"3,000cc","4,700km",PETROL,191520,193312
DJN2729,PORSCHE,911,Chiba -                                         Japan,,,AT,GRAY,4WD,2,Left,4,,Coupe,"3,000cc","7,080km",PETROL,191200,192992
DWQ8866,FERRARI,458 ITALIA,Chiba -                                         Japan,,,AT,RED,MR,2,Left,2,,Coupe,"4,500cc","9,744km",PETROL,191050,192842
DTQ4847,FERRARI,488 GTB,Chiba -                                         Japan,,,AT,WHITE,MR,2,Left,2,,Coupe,"3,900cc","5,374km",PETROL,191050,192842
DDW2327,FERRARI,ROME,Hokkaido -                                         Japan,,,AT,BLUE,2WD,3,Left,4,,Coupe,"3,900cc","6,000km",PETROL,190760,192652
DDJ6323,NISSAN,GT-R,Saga -                                         Japan,,,AT,BLACK,4WD,2,Right,4,,Coupe,"3,800cc","2,000km",PETROL,189220,191212
DQB9367,NISSAN,GT-R,Kanagawa -                                         Japan,,,AT,PURPLE(D),4WD,2,Right,4,,Coupe,"3,800cc",100km,PETROL,189210,191202
DHN6425,FERRARI,ROME,Hiroshima -                                         Japan,,,AT,BLACK,,2,Left,4,,Coupe,"3,850cc","1,700km",PETROL,189090,190982
DGU7933,Aston,VANTAGE,Tokyo -                                         Japan,,,AT,GREEN,,2,Right,2,,Coupe,"4,000cc","5,000km",PETROL,189060,191052
DVK3458,FERRARI,360,Shizuoka -                                         Japan,,,MT,YELLOW,,2,Left,2,,Coupe,"3,600cc","15,000km",PETROL,187870,189662
DYH9367,AMG,GCLASS,Kyoto -                                         Japan,,,AT,BLACK,4WD,5,Left,,,SUV,"4,000cc","7,155km",PETROL,186590,188932
DNY5858,MASERATI,MC20,Osaka -                                         Japan,,,AT,BLACK,2WD,2,Right,2,,Coupe,"3,000cc",310km,PETROL,186190,188082
DTU8624,NISSAN,GT-R,Osaka -                                         Japan,,,AT,OTHER,4WD,2,Right,4,,Coupe,"3,800cc","1,620km",PETROL,185530,187522
DXX2496,Lamborghini,HURACAN,Hyogo -                                         Japan,,,AT,WHITE,,2,Left,2,,Coupe,"5,200cc","14,500km",PETROL,185480,187172
DQH2429,PORSCHE,911,Osaka -                                         Japan,,,AT,GRAY,,2,Right,,,Coupe,"3,000cc","11,000km",PETROL,185000,186792
DPW5256,AMG,GCLASS,Aichi -                                         Japan,,,AT,BLACK,4WD,5,Right,5,,SUV,"4,000cc","13,150km",PETROL,184930,187472
DPE7498,LAND,RANGE ROVER,Saitama -                                         Japan,,,AT,GOLD(D),4WD,5,Right,5,,SUV,"4,400cc","3,000km",PETROL,183980,186522
DJE4346,AMG,GCLASS,Fukui -                                         Japan,,,AT,BLACK,4WD,5,Left,5,,SUV,"3,982cc","5,000km",PETROL,183960,186502
DEJ2837,FERRARI,488 GTB,Hyogo -                                         Japan,,,AT,BLACK,,2,Right,2,,Coupe,"3,900cc","20,633km",PETROL,183910,185702
DUK6445,Lamborghini,HURACAN,Fukuoka -                                         Japan,,,AT,RED,2WD,2,Left,2,,Coupe,"5,200cc","7,000km",PETROL,183260,185052
DNC4372,Lamborghini,HURACAN,Hyogo -                                         Japan,,,AT,YELLOW,MR,2,Left,2,,Coupe,"5,200cc","10,000km",PETROL,182180,183972
DTG7792,BMW,HURACAN,Ehime -                                         Japan,,,AT,BLUE,4WD,2,Right,2,,Convertible,"5,200cc","20,100km",PETROL,182100,183892
DUK7968,AMG,GCLASS,Fukuoka -                                         Japan,,,AT,PEARL,4WD,5,Right,5,,SUV,"4,000cc",600km,PETROL,182080,184422
DVV8552,FERRARI,458 ITALIA,Hiroshima -                                         Japan,,,AT,BLACK,MR,2,Left,2,,Coupe,"4,500cc","46,000km",PETROL,182000,183792
DPV2732,MASERATI,MC20,Chiba -                                         Japan,,,AT,BLACK,,2,Right,2,,Coupe,"3,000cc","2,000km",PETROL,181990,183882
DNS3396,FERRARI,ROME,Tokyo -                                         Japan,,,AT,WHITE,2WD,3,Right,4,,Coupe,"3,900cc","4,378km",PETROL,181830,183722
DHG6388,PORSCHE,CAYENNE,Tokyo -                                         Japan,,,AT,GRAY,4WD,5,Right,4,,SUV,"4,000cc","2,907km",PETROL,178310,180652
DWU2793,Lamborghini,HURACAN,Fukuoka -                                         Japan,,,AT,WHITE,MR,2,Left,2,,Coupe,"5,200cc","14,030km",PETROL,178290,179982
DNW4977,FERRARI,GTC 4LUSSO,Fukuoka -                                         Japan,,,AT,BLUE,FR,3,Right,4,,Coupe,"3,900cc","5,000km",PETROL,178290,180382
DBG2855,AMG,GCLASS,Fukui -                                         Japan,,,AT,WHITE,4WD,5,Right,5,,SUV,"3,982cc","7,000km",PETROL,178150,180692
DJQ4337,AMG,GCLASS,Aichi -                                         Japan,,,AT,WHITE,4WD,5,Left,5,,SUV,"4,000cc","3,000km",PETROL,178120,180462
DHB7497,FERRARI,430 SCUDERIA,Chiba -                                         Japan,,,AT,BLACK,MR,2,Left,2,,Coupe,"4,300cc","33,000km",PETROL,178010,179802
DQP8494,FERRARI,488 GTB,Aichi -                                         Japan,,,AT,BLACK,,2,Left,2,,Coupe,"3,900cc","16,684km",PETROL,177700,179492
DYK3256,FERRARI,488 GTB,Aichi -                                         Japan,,,AT,RED,,2,Left,2,,Coupe,"3,900cc","15,430km",PETROL,177670,179462
DUC8373,AMG,GCLASS,Nara -                                         Japan,,,AT,BLACK,4WD,5,Left,5,,SUV,"4,000cc","4,000km",PETROL,177210,179552
DGH6844,LAND,RANGE ROVER SPORT,Osaka -                                         Japan,,,AT,GOLD(D),4WD,5,Right,5,,SUV,"4,400cc","7,000km",HYBRID(PETROL),176820,179162
DTD7293,Bentley,CONTINENTAL,Aichi -                                         Japan,,,AT,BLACK,4WD,2,Right,4,,Coupe,"6,000cc","33,000km",PETROL,176700,178792
DUG4573,AMG,GCLASS,Fukuoka -                                         Japan,,,AT,WHITE,4WD,5,Right,5,,SUV,"4,000cc","6,000km",PETROL,176670,179012
DMJ6262,NISSAN,SKYLINE,Nagano -                                         Japan,,,MT,WHITE,4WD,2,Right,4,,Coupe,"2,600cc","15,524km",PETROL,176330,178222
DWP3876,Bentley,CONTINENTAL,Tokyo -                                         Japan,,,AT,GREEN,4WD,2,Left,4,,Coupe,"6,000cc","8,000km",PETROL,176130,178222
DPS6487,NISSAN,GT-R,Fukuoka -                                         Japan,,,AT,BLACK,4WD,2,Right,4,,Coupe,"3,800cc","6,162km",PETROL,174850,176842
DGM4849,PORSCHE,PANAMERA,Tokyo -                                         Japan,,,AT,GOLD(D),4WD,5,Right,4,,Sedan,"4,000cc",50km,PETROL,174680,176772
DGZ3686,NISSAN,GT-R,Fukuoka -                                         Japan,,,AT,BLACK,4WD,2,Right,4,,Coupe,"3,800cc","1,000km",PETROL,174660,176652
DJP3293,MASERATI,MC20,Aichi -                                         Japan,,,AT,BLACK,,2,Left,2,,Coupe,"3,000cc","4,000km",PETROL,174660,176552
DTG2296,Bentley,BENTAYGA,Aichi -                                         Japan,,,AT,METALIC,4WD,5,Left,4,,SUV,"4,000cc","7,000km",PETROL,174660,177102
DVH5828,NISSAN,FAIRLADY Z,Fukuoka -                                         Japan,,,MT,WINE,FR,3,Right,2,,Coupe,"2,400cc","59,000km",PETROL,174660,176452
